,CallNumber,Company,Ticker,Date,Call,1-Day,1-Week,1-Month,1-Year,1-DayIndex,1-WeekIndex,1-MonthIndex,1-YearIndex,Sector,Industry,CurrentPrice,HistoricalPrice,Time Since Recommendation,Years Since Recommendation,Total Yield,Annual Yield,Year,Performance
7051,12696,General Mills ,GIS,2019-04-18,Positive Mention,0.10%,-1.30%,1.90%,22.0,0.40%,1.10%,-2%,-1.0,Consumer Defensive,Packaged Foods,66.26,51.72,2053 days,5.620807665982204,28.112915699922674,5.001579376228328,2019,23.0
7052,12698,Kohlberg Kravis Roberts ,KKR,2019-04-23,Buy,0.20%,3.40%,1.20%,-1.0,-0.20%,-0.10%,-3%,-3.0,Financial Services,Asset Management,162.87,23.78,2048 days,5.607118412046543,584.9032800672834,104.31441554910901,2019,2.0
7053,12699,Advanced Micro Devices ,AMD,2019-04-25,Positive Mention,0.80%,1.20%,4.20%,103.0,0.40%,0.20%,-5%,0.0,Technology,Semiconductors,137.175,27.66,2046 days,5.601642710472279,395.93275488069423,70.68154385150223,2019,103.0
7054,12703,ProLogis ,PLD,2019-04-30,Negative Mention,1.20%,-4.10%,-5.10%,18.0,-1.00%,-1.50%,-6%,2.0,Real Estate,REIT - Industrial,116.78,76.67,2041 days,5.587953456536619,52.31511673405504,9.362124638468202,2019,16.0
7055,12704,Walgreens Boots Alliance ,WBA,2019-04-30,Sell,0.20%,-0.30%,-7.30%,-17.0,-1.00%,-1.50%,-6%,2.0,Healthcare,Pharmaceutical Retailers,9.02,53.57,2041 days,5.587953456536619,-83.16221765913758,-14.882410583047527,2019,-19.0
7056,12709,Comcast ,CMCSA,2019-06-07,Positive Mention,-0.50%,3.10%,3.80%,7.0,-0.10%,0.10%,3%,14.0,Communication Services,Telecom Services,43.19,41.48,2003 days,5.4839151266255985,4.122468659594988,0.7517382316111181,2019,-7.0
7057,12711,Danaher ,DHR,2019-06-13,Buy,0.20%,2.90%,1.20%,23.0,0.00%,2.10%,4%,8.0,Healthcare,Diagnostics & Research,239.69,123.58,1997 days,5.467488021902806,93.95533257808707,17.184369165821884,2019,15.0
7058,12712,Dexcom ,DXCM,2019-06-13,Buy,1.20%,1.90%,2.10%,169.0,0.00%,2.10%,4%,8.0,Healthcare,Medical Devices,77.99,36.58,1997 days,5.467488021902806,113.20393657736469,20.70492630690158,2019,161.0
7059,12713,Cisco Systems ,CSCO,2019-06-20,Buy,-0.70%,-4.00%,1.90%,-18.0,0.00%,-0.30%,1%,8.0,Technology,Communication Equipment,59.21,57.41,1990 days,5.448323066392882,3.1353422748650135,0.5754692290926865,2019,-26.0
7060,12714,McKesson ,MCK,2019-06-20,Negative Mention,-1.00%,1.00%,4.30%,18.0,0.00%,-0.30%,1%,8.0,Healthcare,Medical Distribution,628.5,134.45,1990 days,5.448323066392882,367.4600223131276,67.44460962305017,2019,10.0
7061,12715,Dell ,DELL,2019-06-21,Positive Mention,-1.30%,-3.30%,5.90%,-9.0,-0.20%,0.70%,1%,8.0,Technology,Computer Hardware,127.59,27.35,1989 days,5.44558521560575,366.508226691042,67.30373544439573,2019,-17.0
7062,12717,Kraft Heinz ,KHC,2019-07-15,Sell,-1.20%,5.40%,-17.30%,16.0,-0.30%,0.10%,-5%,10.0,Consumer Defensive,Packaged Foods,31.97,30.68,1965 days,5.379876796714579,4.20469361147327,0.7815594613692681,2019,6.0
7063,12726,Fortinet ,FTNT,2019-08-22,Negative Mention,-1.70%,-1.50%,-1.40%,66.0,-2.10%,2.70%,5%,23.0,Technology,Software - Infrastructure,95.05,16.35,1927 days,5.27583846680356,481.3455657492354,91.23584218469549,2019,43.0
7064,12729,Walmart ,WMT,2019-09-05,Buy,-0.60%,2.40%,2.20%,23.0,0.00%,1.00%,-1%,14.0,Consumer Defensive,Discount Stores,92.5,38.48,1913 days,5.23750855578371,140.3846153846154,26.803701395311432,2019,9.0
7065,12732,Uber ,UBER,2019-09-23,Negative Mention,-5.20%,-6.90%,6.30%,7.0,-1.20%,-0.90%,2%,11.0,Technology,Software - Application,71.96,33.0,1895 days,5.188227241615332,118.06060606060605,22.755480930678818,2019,-4.0
7066,12733,Dominion Energy ,D,2019-09-24,Buy,-0.60%,-0.50%,1.90%,-1.0,0.60%,-3.20%,1%,11.0,Utilities,Utilities - Regulated Electric,58.75,80.84,1894 days,5.1854893908282,-27.32558139534884,-5.269624395275166,2019,-12.0
7067,12735,Procter & Gamble ,PG,2019-09-27,Negative Mention,-0.20%,-1.20%,-0.10%,14.0,0.30%,-1.20%,2%,15.0,Consumer Defensive,Household & Personal Products,179.26,124.57,1891 days,5.177275838466803,43.903026410853336,8.479947327638383,2019,-1.0
7068,12738,Dominion Energy ,D,2019-10-22,Buy,-0.10%,-1.10%,0.60%,3.0,0.40%,1.40%,4%,17.0,Utilities,Utilities - Regulated Electric,58.75,82.82,1866 days,5.108829568788501,-29.06302825404491,-5.6887840674115235,2019,-14.0
7069,12741,PPG Industries ,PPG,2019-10-28,Buy,1.10%,3.10%,3.40%,2.0,0.10%,1.30%,4%,10.0,Basic Materials,Specialty Chemicals,124.37,123.71,1860 days,5.092402464065708,0.5335057796459549,0.10476504624499196,2019,-8.0
7070,12742,AT&T ,T,2019-10-28,Buy,-1.10%,2.90%,-1.80%,-26.0,0.10%,1.30%,4%,10.0,Communication Services,Telecom Services,23.16,29.07,1860 days,5.092402464065708,-20.330237358101137,-3.99226838443357,2019,-36.0
7071,12743,Zebra Technologies ,ZBRA,2019-10-29,Buy,0.50%,1.60%,5.10%,22.0,0.20%,1.00%,3%,11.0,Technology,Communication Equipment,407.0,237.64,1859 days,5.089664613278576,71.2674633900017,14.002388920493878,2019,11.0
7072,12746,Qualcomm ,QCOM,2019-11-07,Buy,4.50%,-3.40%,-9.00%,56.0,0.40%,0.90%,2%,17.0,Technology,Semiconductors,158.53,89.98,1850 days,5.065023956194388,76.18359635474549,15.041112739767994,2019,39.0
7073,12748,State Street ,STT,2019-11-11,Sell,0.60%,0.00%,9.50%,-4.0,0.10%,0.90%,3%,18.0,Financial Services,Asset Management,98.51,72.99,1846 days,5.054072553045859,34.96369365666531,6.91792476061593,2019,-22.0
7074,12749,Walt Disney ,DIS,2019-11-12,Buy,7.30%,-1.20%,-1.00%,-8.0,0.40%,0.50%,3%,17.0,Communication Services,Entertainment,117.47,138.58,1845 days,5.0513347022587265,-15.23307836628663,-3.015654131862435,2019,-25.0
7075,12759,Apple ,AAPL,2019-12-12,Buy,1.40%,1.60%,15.20%,79.0,0.10%,1.60%,4%,17.0,Technology,Consumer Electronics,237.33,67.87,1815 days,4.969199178644764,249.68321791660526,50.2461682336309,2019,62.0
7076,12760,Honeywell ,HON,2019-12-12,Negative Mention,-0.20%,-0.30%,2.40%,22.0,0.10%,1.60%,4%,17.0,Industrials,Conglomerates,232.93,177.39,1815 days,4.969199178644764,31.30954394272508,6.3007222727715355,2019,5.0
7077,12761,Ventas ,VTR,2019-12-13,Negative Mention,1.40%,2.20%,3.40%,-9.0,0.10%,1.00%,3%,16.0,Real Estate,REIT - Healthcare Facilities,64.07,55.5,1814 days,4.9664613278576315,15.441441441441428,3.109143597842603,2019,-25.0
7078,12763,Ford Motor ,F,2019-12-17,Sell,1.60%,-0.90%,-4.00%,-3.0,-0.10%,1.50%,4%,19.0,Consumer Cyclical,Auto Manufacturers,11.13,9.39,1810 days,4.955509924709103,18.530351437699682,3.739343018021994,2019,-22.0
7079,12765,Las Vegas Sands ,LVS,2019-12-18,Buy,0.30%,1.10%,1.30%,-15.0,0.30%,1.10%,4%,18.0,Consumer Cyclical,Resorts & Casinos,53.06,68.97,1809 days,4.952772073921971,-23.068000579962295,-4.657593815274311,2019,-33.0
7080,12767,American International Gr ,AIG,2019-12-20,Buy,-1.10%,0.10%,1.40%,-24.0,-0.10%,0.00%,3%,17.0,Financial Services,Insurance - Diversified,76.88,51.54,1807 days,4.947296372347707,49.16569654637174,9.937891900145146,2019,-41.0
7081,12771,Bristol-Myers Squibb ,BMY,2020-01-09,Buy,-0.30%,2.30%,2.60%,3.0,-0.50%,1.90%,3%,18.0,Healthcare,Drug Manufacturers - General,59.22,65.45,1787 days,4.892539356605065,-9.518716577540113,-1.945557487379142,2020,-15.0
7082,12772,Lennar ,LEN,2020-01-09,Buy,3.50%,5.60%,17.60%,28.0,-0.50%,1.90%,3%,18.0,Consumer Cyclical,Residential Construction,174.39,57.69,1787 days,4.892539356605065,202.2880915236609,41.346236949645856,2020,10.0
7083,12773,Kinder Morgan ,KMI,2020-01-10,Positive Mention,0.20%,-2.90%,0.10%,-27.0,0.50%,1.00%,2%,18.0,Energy,Oil & Gas Midstream,28.27,21.51,1786 days,4.889801505817933,31.4272431427243,6.427099976416602,2020,-45.0
7084,12774,Morgan Stanley ,MS,2020-01-10,Positive Mention,1.10%,5.90%,5.60%,48.0,0.50%,1.00%,2%,18.0,Financial Services,Capital Markets,131.61,52.21,1786 days,4.889801505817933,152.07814594905193,31.101087798371342,2020,30.0
7085,12775,Schlumberger ,SLB,2020-01-10,Negative Mention,-1.50%,-5.80%,-12.40%,-34.0,0.50%,1.00%,2%,18.0,Energy,Oil & Gas Equipment & Services,43.94,39.83,1786 days,4.889801505817933,10.318855134320863,2.110280984216515,2020,-52.0
7086,12776,Wells Fargo ,WFC,2020-01-10,Positive Mention,-0.70%,-6.10%,-7.40%,-34.0,0.50%,1.00%,2%,18.0,Financial Services,Banks - Diversified,76.17,52.5,1786 days,4.889801505817933,45.08571428571429,9.220356742921133,2020,-52.0
7087,12781,Clorox ,CLX,2020-02-06,Buy,0.70%,-0.80%,5.20%,17.0,-0.20%,1.60%,-17%,20.0,Consumer Defensive,Household & Personal Products,167.17,165.07,1759 days,4.815879534565366,1.272187556794084,0.26416515356397907,2020,-3.0
7088,12783,Take-Two Interactive ,TTWO,2020-02-10,Buy,1.30%,0.90%,-3.60%,78.0,-0.30%,0.40%,-26%,19.0,Communication Services,Electronic Gaming & Multimedia,188.38,111.0,1755 days,4.804928131416838,69.71171171171171,14.508377608377609,2020,59.0
7089,12784,Gilead Sciences ,GILD,2020-02-14,Sell,-0.80%,8.80%,3.80%,1.0,0.10%,-4.20%,-29%,19.0,Healthcare,Drug Manufacturers - General,92.58,67.56,1751 days,4.7939767282683095,37.03374777975132,7.7250578963758825,2020,-18.0
7090,12785,Dominion Energy ,D,2020-02-24,Buy,-2.20%,-3.90%,-16.50%,-15.0,-3.50%,-4.00%,-16%,28.0,Utilities,Utilities - Regulated Electric,58.75,89.8,1741 days,4.766598220396989,-34.57683741648106,-7.253986138064162,2020,-43.0
7091,12787,HP ,HPQ,2020-03-30,Buy,-2.70%,-12.90%,-10.70%,89.0,-1.10%,2.90%,13%,56.0,Technology,Computer Hardware,35.43,17.84,1706 days,4.670773442847365,98.59865470852019,21.10970611505686,2020,33.0
7092,12788,Netflix ,NFLX,2020-04-01,Buy,1.60%,0.20%,15.70%,46.0,2.70%,10.50%,13%,64.0,Communication Services,Entertainment,886.81,364.08,1704 days,4.6652977412731005,143.57558778290488,30.775225022127938,2020,-18.0
7093,12789,Kinder Morgan ,KMI,2020-04-02,Sell,-0.30%,11.50%,11.20%,34.0,-1.00%,11.10%,14%,66.0,Energy,Oil & Gas Midstream,28.27,13.45,1703 days,4.662559890485968,110.18587360594796,23.63205539317234,2020,-32.0
7094,12792,Costco ,COST,2020-05-12,Buy,-0.90%,0.90%,-1.10%,30.0,-1.60%,5.40%,8%,48.0,Consumer Defensive,Discount Stores,971.88,304.84,1663 days,4.553045859000685,218.81642829025063,48.05935083163803,2020,-18.0
7095,12794,Nucor ,NUE,2020-06-16,Buy,-1.30%,-7.60%,-5.30%,123.0,-0.80%,-2.00%,4%,38.0,Basic Materials,Steel,154.69,44.59,1628 days,4.457221081451061,246.91634895716527,55.396926570395955,2020,85.0
7096,12804,Walmart ,WMT,2020-09-21,Buy,0.90%,-0.80%,3.80%,5.0,0.50%,0.60%,4%,34.0,Consumer Defensive,Discount Stores,92.5,45.69,1531 days,4.191649555099247,102.45130225432261,24.441762343821903,2020,-29.0
7097,12805,Palo Alto Networks ,PANW,2020-09-22,Buy,-3.00%,2.40%,-1.10%,102.0,-2.50%,3.80%,7%,39.0,Technology,Software - Infrastructure,387.82,82.17,1530 days,4.188911704312115,371.9727394426189,88.79937456301734,2020,63.0
7098,12806,Coca-Cola ,KO,2020-09-23,Buy,1.00%,1.00%,2.30%,14.0,0.70%,4.20%,5%,39.0,Consumer Defensive,Beverages - Non-Alcoholic,64.08,48.21,1529 days,4.186173853524983,32.91848164281269,7.863620287794201,2020,-25.0
7099,12807,Verizon ,VZ,2020-10-09,Buy,0.40%,-3.80%,0.50%,-8.0,0.80%,-3.00%,1%,25.0,Communication Services,Telecom Services,44.34,59.33,1513 days,4.142368240930869,-25.265464351929875,-6.099280141799331,2020,-33.0
7100,12812,JM Smucker ,SJM,2020-11-20,Negative Mention,-0.20%,1.00%,-1.40%,12.0,0.10%,1.30%,3%,33.0,Consumer Defensive,Packaged Foods,117.79,116.23,1471 days,4.027378507871321,1.3421663942183621,0.33326055437678914,2020,-21.0
7101,12813,Viatris ,VTRS,2020-12-11,Negative Mention,-0.10%,0.30%,6.60%,-26.0,-1.10%,1.30%,4%,30.0,Healthcare,Drug Manufacturers - Specialty & Generic,13.09,17.34,1450 days,3.969883641341547,-24.50980392156863,-6.173935091277891,2020,-56.0
7102,12815,AbbVie ,ABBV,2021-01-04,Buy,1.00%,3.10%,3.10%,34.0,0.90%,2.00%,4%,28.0,Healthcare,Drug Manufacturers - General,182.93,105.41,1426 days,3.9041752224503763,73.54140973342189,18.836605824075978,2021,6.0
7103,12816,Kinder Morgan ,KMI,2021-01-07,Buy,-0.80%,6.90%,3.60%,28.0,0.20%,-1.50%,2%,24.0,Energy,Oil & Gas Midstream,28.27,14.6,1423 days,3.89596167008898,93.63013698630137,24.03261246257665,2021,4.0
7104,12817,Moderna ,MRNA,2021-01-08,Buy,4.00%,6.60%,58.60%,99.0,0.20%,0.00%,3%,25.0,Healthcare,Biotechnology,43.06,112.75,1422 days,3.893223819301848,-61.809312638580934,-15.876126189340145,2021,74.0
7105,12818,Ford Motor ,F,2021-01-11,Buy,5.20%,2.50%,17.10%,151.0,0.00%,0.00%,3%,26.0,Consumer Cyclical,Auto Manufacturers,11.13,9.3,1419 days,3.885010266940452,19.677419354838708,5.0649594216736,2021,125.0
7106,12820,Applied Materials ,AMAT,2021-02-11,Buy,3.30%,2.40%,-1.40%,14.0,0.70%,-0.70%,1%,13.0,Technology,Semiconductor Equipment & Materials,174.71,113.0,1388 days,3.800136892539357,54.61061946902656,14.370697954655583,2021,1.0
7107,12821,AT&T ,T,2021-02-12,Sell,0.60%,1.20%,3.30%,-11.0,-0.40%,-1.30%,1%,13.0,Communication Services,Telecom Services,23.16,21.75,1387 days,3.7973990417522243,6.482758620689655,1.7071575964000696,2021,-24.0
7108,12822,Pfizer ,PFE,2021-03-02,Buy,2.60%,1.60%,5.50%,44.0,-1.10%,2.10%,7%,16.0,Healthcare,Drug Manufacturers - General,26.21,33.51,1369 days,3.7481177275838466,-21.784541927782747,-5.812128516524944,2021,28.0
7109,12824,Boeing ,BA,2021-03-19,Buy,-1.80%,-0.30%,-2.80%,-26.0,0.70%,0.80%,6%,15.0,Industrials,Aerospace & Defense,155.44,255.82,1352 days,3.701574264202601,-39.23852708935971,-10.600497055760822,2021,-41.0
7110,12825,Live Nation ,LYV,2021-03-19,Buy,-0.50%,-3.00%,-3.20%,35.0,0.70%,0.80%,6%,15.0,Communication Services,Entertainment,138.25,84.68,1352 days,3.701574264202601,63.261691072272065,17.090482739753973,2021,20.0
7111,12829,Ford Motor ,F,2021-04-05,Buy,1.70%,-5.60%,-9.10%,20.0,0.10%,1.70%,3%,11.0,Consumer Cyclical,Auto Manufacturers,11.13,12.7,1335 days,3.6550308008213555,-12.362204724409438,-3.3822436521277504,2021,9.0
7112,12832,Verizon ,VZ,2021-04-08,Buy,-0.20%,1.40%,3.50%,-2.0,0.80%,1.40%,2%,8.0,Communication Services,Telecom Services,44.34,57.6,1332 days,3.646817248459959,-23.02083333333333,-6.312582113363362,2021,-10.0
7113,12835,Boston Scientific ,BSX,2021-04-21,Buy,0.60%,3.60%,0.50%,3.0,-0.90%,1.90%,2%,5.0,Healthcare,Medical Devices,90.66,42.31,1319 days,3.6112251882272415,114.27558496809262,31.644546936767117,2021,-2.0
7114,12836,Clorox ,CLX,2021-04-23,Negative Mention,-0.40%,-3.80%,-4.80%,-17.0,0.00%,0.10%,0%,4.0,Consumer Defensive,Household & Personal Products,167.17,188.54,1317 days,3.6057494866529773,-11.33446483504827,-3.143442126804389,2021,-21.0
7115,12837,Mondelez International ,MDLZ,2021-04-28,Buy,0.00%,1.30%,4.00%,8.0,-0.10%,-0.20%,0%,-1.0,Consumer Defensive,Confectioners,64.95,60.88,1312 days,3.592060232717317,6.685282522996058,1.8611276231130411,2021,9.0
7116,12838,Domino's Pizza ,DPZ,2021-04-29,Buy,1.50%,2.40%,0.20%,-16.0,-0.10%,1.20%,1%,1.0,Consumer Cyclical,Restaurants,476.19,415.98,1311 days,3.589322381930185,14.474253569883162,4.032586663920537,2021,-17.0
7117,12844,Kimberly-Clark ,KMB,2021-06-08,Negative Mention,-0.30%,-0.30%,4.40%,2.0,-0.40%,0.10%,4%,-4.0,Consumer Defensive,Household & Personal Products,139.35,129.72,1271 days,3.479808350444901,7.423681776133207,2.1333593774450463,2021,6.0
7118,12846,Vertex Pharmaceuticals ,VRTX,2021-06-16,Buy,0.50%,1.90%,5.80%,40.0,0.10%,1.10%,1%,-12.0,Healthcare,Biotechnology,468.13,187.49,1263 days,3.457905544147844,149.68264974131952,43.287084574835276,2021,52.0
7119,12848,Delta Air Lines ,DAL,2021-06-21,Buy,-0.90%,-5.50%,-9.50%,-34.0,0.50%,1.10%,3%,-10.0,Industrials,Airlines,63.82,45.77,1258 days,3.4442162902121836,39.43631199475638,11.450010298954505,2021,-24.0
7120,12849,Lennar ,LEN,2021-06-23,Buy,0.30%,4.90%,4.40%,-25.0,0.00%,1.30%,4%,-7.0,Consumer Cyclical,Residential Construction,174.39,96.98,1256 days,3.4387405886379194,79.82058156320889,23.212155585957042,2021,-18.0
7121,12851,Kinder Morgan ,KMI,2021-06-24,Buy,0.30%,1.50%,-2.50%,-2.0,0.20%,1.70%,3%,-8.0,Energy,Oil & Gas Midstream,28.27,18.24,1255 days,3.436002737850787,54.98903508771931,16.00378092891592,2021,6.0
7122,12853,Adobe Systems ,ADBE,2021-06-29,Buy,-0.90%,3.40%,6.10%,-37.0,0.20%,1.50%,2%,-11.0,Technology,Software - Infrastructure,515.93,590.75,1250 days,3.4223134839151266,-12.66525603046975,-3.700787812103261,2021,-26.0
7123,12857,BlackRock ,BLK,2021-07-09,Buy,1.60%,-7.70%,-1.50%,-32.0,0.40%,-2.80%,1%,-11.0,Financial Services,Asset Management,1022.8,901.31,1240 days,3.3949349760438055,13.479269063918075,3.970405665803288,2021,-21.0
7124,12858,IBM ,IBM,2021-07-20,Buy,1.00%,0.30%,-0.40%,-1.0,0.50%,1.00%,2%,-7.0,Technology,Information Technology Services,227.41,139.97,1229 days,3.3648186173853527,62.470529399156966,18.565794030140015,2021,6.0
7125,12864,NVIDIA ,NVDA,2021-08-12,Buy,1.40%,3.10%,9.70%,-6.0,0.10%,-0.60%,0%,-2.0,Technology,Semiconductors,138.25,19.91,1206 days,3.3018480492813143,594.3746860873932,180.01273142074658,2021,-4.0
7126,12869,Constellation Brands ,STZ,2021-09-27,Buy,-0.80%,1.50%,3.20%,15.0,-1.40%,-0.10%,6%,-13.0,Consumer Defensive,Beverages - Brewers,240.95,211.67,1160 days,3.1759069130732374,13.8328530259366,4.355559972175296,2021,28.0
7127,12871,Campbell Soup ,CPB,2021-10-06,Buy,-0.70%,-1.70%,-3.30%,14.0,0.10%,0.90%,7%,-16.0,Consumer Defensive,Packaged Foods,46.2,42.5,1151 days,3.1512662559890487,8.705882352941183,2.7626616241631337,2021,30.0
7128,12877,Enphase Energy ,ENPH,2021-10-27,Buy,3.80%,8.10%,14.40%,36.0,0.60%,1.90%,1%,-14.0,Technology,Solar,71.35,216.22,1130 days,3.0937713894592744,-67.00120247895661,-21.6568046065831,2021,50.0
7129,12880,Kinder Morgan ,KMI,2021-11-15,Buy,-1.20%,-2.00%,-4.80%,18.0,0.50%,-0.20%,-1%,-14.0,Energy,Oil & Gas Midstream,28.27,16.86,1111 days,3.0417522245037647,67.6749703440095,22.248679494283948,2021,32.0
7130,12883,Tractor Supply ,TSCO,2021-11-29,Buy,-0.60%,3.60%,5.10%,2.0,-1.40%,2.80%,5%,-9.0,Consumer Cyclical,Specialty Retail,283.67,226.7,1097 days,3.0034223134839153,25.130127922364373,8.367164287733443,2021,11.0
7131,12884,Lululemon Athletica ,LULU,2021-12-03,Positive Mention,-2.80%,-4.70%,-8.50%,-10.0,0.60%,1.70%,4%,-12.0,Consumer Cyclical,Apparel Retail,320.66,435.72,1093 days,2.9924709103353866,-26.40686679518957,-8.824435587322041,2021,2.0
7132,12885,Enphase Energy ,ENPH,2021-12-08,Buy,-4.10%,-11.80%,-32.00%,48.0,-0.40%,0.00%,0%,-14.0,Technology,Solar,71.35,225.61,1088 days,2.9787816563997263,-68.3746287841851,-22.953890775205522,2021,62.0
7133,12887,Accenture ,ACN,2021-12-10,Buy,-0.50%,2.10%,-1.20%,-22.0,-0.80%,-2.10%,0%,-13.0,Technology,Information Technology Services,362.37,379.44,1086 days,2.973305954825462,-4.498734977862111,-1.513041391035116,2021,-9.0
7134,12889,Viatris ,VTRS,2021-12-13,Negative Mention,2.10%,2.20%,17.30%,-8.0,0.10%,0.30%,1%,-12.0,Healthcare,Drug Manufacturers - Specialty & Generic,13.09,12.55,1083 days,2.965092402464066,4.302788844621507,1.4511483153259512,2021,4.0
7135,12891,Adobe Systems ,ADBE,2021-12-16,Buy,-1.70%,3.80%,-7.80%,-41.0,-0.40%,3.80%,-1%,-16.0,Technology,Software - Infrastructure,515.93,566.09,1080 days,2.9568788501026693,-8.860781854475452,-2.99666719661774,2021,-25.0
7136,12892,General Motors ,GM,2021-12-21,Buy,2.40%,2.10%,-5.00%,-40.0,1.10%,2.10%,-6%,-17.0,Consumer Cyclical,Auto Manufacturers,55.59,54.79,1075 days,2.943189596167009,1.4601204599379527,0.49610139348124394,2021,-23.0
7137,12893,Home Depot ,HD,2022-01-03,Buy,1.00%,-6.30%,-11.60%,,-0.30%,-1.60%,-6%,0.0,Consumer Cyclical,Home Improvement Retail,429.13,408.64,1062 days,2.9075975359342916,5.014193422083009,1.7245142631034078,2022,
7138,12894,Amgen ,AMGN,2022-01-05,Sell,0.00%,2.50%,-0.70%,,0.00%,-0.70%,-4%,0.0,Healthcare,Drug Manufacturers - General,282.87,225.14,1060 days,2.9021218343600275,25.64182286577242,8.835543209172997,2022,
7139,12897,Take-Two Interactive ,TTWO,2022-02-04,Positive Mention,0.10%,-4.60%,-9.80%,,-0.50%,-1.80%,-6%,0.0,Communication Services,Electronic Gaming & Multimedia,188.38,175.0,1030 days,2.8199863107460645,7.645714285714283,2.711259361997225,2022,
7140,12898,Autodesk ,ADSK,2022-02-24,Negative Mention,0.70%,-5.40%,-1.90%,,1.90%,-1.30%,4%,0.0,Technology,Software - Application,291.9,218.18,1010 days,2.7652292950034223,33.7886149051242,12.219100588214468,2022,
7141,12910,McDonald's ,MCD,2022-04-13,Buy,-0.30%,1.90%,-2.60%,,-1.30%,0.10%,-9%,0.0,Consumer Cyclical,Restaurants,296.01,251.33,962 days,2.6338124572210813,17.777424103767945,6.749692467672809,2022,
7142,12912,ON Semiconductor ,ON,2022-05-02,Buy,1.60%,-4.70%,12.50%,,0.30%,-4.20%,0%,0.0,Technology,Semiconductors,71.12,55.62,943 days,2.5817932922655715,27.867673498741475,10.793921257068211,2022,
7143,12915,Chipotle Mexican Grill ,CMG,2020-05-12,Buy,-2.90%,14.10%,9.90%,47.0,-1.60%,5.40%,8%,48.0,Consumer Cyclical,Restaurants,61.52,18.6,1663 days,4.553045859000685,230.75268817204298,50.680949702248164,2020,-1.0
7144,12916,Mastercard ,MA,2021-02-22,Buy,2.90%,3.50%,2.30%,4.0,0.70%,-0.20%,1%,10.0,Financial Services,Credit Services,532.94,340.66,1377 days,3.7700205338809036,56.443374625726534,14.971635862052734,2021,-6.0
7145,12917,Palo Alto Networks ,PANW,2020-11-16,Buy,5.50%,1.20%,12.80%,75.0,0.20%,0.70%,3%,32.0,Technology,Software - Infrastructure,387.82,92.83,1475 days,4.03832991101985,317.7744263707853,78.68956558096903,2020,43.0
7146,12919,UnitedHealth Group ,UNH,2022-05-02,Buy,-0.30%,-2.30%,-1.50%,,0.30%,-4.20%,0%,0.0,Healthcare,Healthcare Plans,610.2,501.15,943 days,2.5817932922655715,21.759952110146678,8.428231716045678,2022,
7147,12920,ServiceNow ,NOW,2019-10-24,Buy,1.50%,4.90%,16.00%,108.0,0.60%,1.50%,4%,15.0,Technology,Software - Application,1049.44,237.78,1864 days,5.103353867214237,341.3491462696611,66.88721870976057,2019,93.0
7148,12921,Thermo Fisher Scientific ,TMO,2020-10-19,Buy,0.90%,5.20%,-2.60%,30.0,0.00%,-1.50%,4%,34.0,Healthcare,Diagnostics & Research,529.63,461.29,1503 days,4.114989733059549,14.814975395087682,3.6002460166705093,2020,-4.0
7149,12923,American Tower ,AMT,2019-06-19,Buy,0.60%,-5.40%,-5.00%,24.0,-0.10%,-1.00%,1%,7.0,Real Estate,REIT - Specialty,209.0,216.17,1991 days,5.451060917180014,-3.316833973261779,-0.608474941604151,2019,17.0
7150,12924,Goldman Sachs ,GS,2019-10-04,Buy,-0.20%,2.70%,9.70%,3.0,-0.10%,1.00%,5%,18.0,Financial Services,Capital Markets,608.57,200.8,1884 days,5.158110882956879,203.07270916334664,39.36958971439085,2019,-15.0
7151,12926,FedEx ,FDX,2016-12-06,Buy,1.70%,0.90%,-3.00%,23.0,1.40%,0.60%,2%,20.0,Industrials,Integrated Freight & Logistics,302.67,193.33,2916 days,7.983572895277208,56.55614751978482,7.08406477421173,2016,3.0
